,Tweet,Sentimen
11118,sebenarnya aku gapapa sih which is itu tuh penting banget kan karena english tuh literally international language tapi prefer bah,neutral
11119,deh lah cpk aku,negative
11120,sedih bila aku dengan cerita dari patient aku huhu makcik nih masuk ward sebab heart attack baik sangat suka tegur aku senyu,negative
11121,benda yang aku rasa tak perlu nak bawa gurau 1 rupa paras 2 bentuk badan 3 insecurities kita contohnya kita gagap pas,neutral
11122,enggak kok aku juga pakai bagpack,neutral
11123,aku meninggal nanti aku harap tak adalah orang yang post gambar kubur aku letak caption panjang lebaq kau sedekah al,neutral
11124,aku ingatkan berhari hari takda data ada lah orang cari aku dekat ws rupanya takda langsong,neutral
11125,baca nih aku tergolong orang yang kayak,neutral
11126,hari-hari kalau tido brape jam je boleh mati sia otak aku,neutral
11127,sembang dengan budak legend aku kau belajar kat mana main ml memboi,neutral
11128,aku menangis nih,negative
11129,bts aku sedang sibuk menafkahi keluargaku dan mengejar impianku army aku sedang sibuk menafkahi orang yang sudah je,neutral
11130,aku ditusuk dari belakang sakit,negative
11131,askmf ayah aku ayah kan enggak suka pedas tapi kenapa masakan mama yang pedas tetap ayah makan soalnya mama kamu sama,neutral
11132,aku tahu kalau check ini the girls akan idamkan peluk sambil tido but then tak rasa kebas ke lelaki statik je tido macam itu nya,neutral
11133,tahukah kamu 14eptember diperingati sebagai hari kunjung perpustakaan peringatan ini dimulai sejak tahun 1995 oleh p,neutral
11134,nctea selama ini aku cuma tau fotonya jisung saja yang disini dan sekarang sudah tau video nya mission complete https,neutral
11135,tadi kita dapur nk makin aku nyanyi lah lagu aizat jika ku air wudhukmu menjadi serimu dalam lima waktu mak pun sound sudah,neutral
11136,selama nih memang ketinggian tak pernah jadi penghalang rupa yang selalu menjadi penghalang,negative
11137,sedihnya rasa kadang kadang bila doa yang aku doa termakbul walaupun aku bukan hambanya yang terbaik allah tau apa yang kita pe,negative
11138,aku tambahkan deh nih,neutral
11139,i baru 3a hm mengecewakan hang takmau a itu mau kat aku,negative
11140,aku pernah ketemu lisa blackpink lagi solat di mesjid thailand dia wudhu juga aku lihat,neutral
11141,aku macam tahu je siapa bdhshshhs,neutral
11142,tapi aku tgok lelaki asia pun mostly lpas kawin badan naik dan boroi,negative
11143,kamu akan tanya karena aku pun juga mau tanya,neutral
11144,aku lagi baca buku ini yang suka puisi yuk reply halamannya dari 2 sampai 153 nanti aku memfoto rlt,neutral
11145,kenapa nama kucing sama denngan nama aku,neutral
11146,aku jual yang penting emailnya masih aktif,neutral
11147,ayo siapa lagi yang mau,neutral
11148,freebies alle yuk cari aku di venue dan mengikuti rules di gambar ini untuk mendapatkan freebies idealcutinjkt apinkinjkt,neutral
11149,woooojin apa jihoon ha,neutral
11150,kahkah itu lah aku confuse nih hmmm,neutral
11151,wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant,negative
11152,enggak yang ini aku masih pilih2 pemenangnyausah komentarnya pada bagus-bagus jadi bingung pilihnya tunggu sebentar lagi okem,neutral
11153,bila cg intai kertas exam masa kau buat,neutral
11154,me doin math paper 1 hshshshshshsh bodo asal takama dengan jawapan aku hshshssh 5 minit lagi tembak,negative
11155,gila punya perempuan gaduhikit sampai 7 bulan tak tegur lelaki gaduh hari nih esok deh stable sesama,negative
11156,mau acc kamu jadi rame yuk upfoll di aku begitu lantai harga dan rules bisa cek pinned ya t upfoll rp,neutral
11157,yang aku blja a yang kuar ujian b yang aku jawab sih dan aku dapat gred enggak eh taknk lah yang dapt btul2 a,negative
11158,wao ada ainul ada manul dekat gtdc tapi tulah aku takdak ah kat situ baik balik boh,neutral
11159,aku daftarr enggak jfclosedday,neutral
11160,makin aku besar makin banyak perkara yang aku pendam dan tak kongsi dengan orango jangan pelik kalau aku deh tak kuat semb,negative
11161,tadi pamitnya tidur tapi aku cek ig di dm kamu kok ada ijo ijonya ya,negative
11162,jangan jadi kompor kamu ya jeffan,negative
11163,oh buatpa weh dkt dengan aku deh tuh hahahaha,neutral
11164,erm macam tautau je apa yang aku perlukan sekarang,neutral
11165,orangnya ganteng wangi murah senyum asik lemah lembut tapi mengetik aku masih aku bhay mas,negative
11166,my dear followers and friends kalau korang ada buat photoshoot makanan tolong dm aku tolong dm aku price untuk photoshoot fo,neutral
11167,boleh mintak dilan satu bila dengar dilan sebut semua nih kan kau takkan rasa geli tau konon macam nak kata dia jiwang and,neutral
11168,aku naik bas ke bot ini,neutral
11169,coba posisinya dituker deh kamu suka makan aku suka masak,neutral
11170,giveaway diadakan dalam rangka bday guanlin mau tambah teman monbebe amp nctzen,neutral
11171,meminta ais batu je lah anjir,negative
11172,iya sabar aku mah tiap ada jeno selalu melesat mengetag kamu,negative
11173,omg batuk aku berdarah adakah ini jumaat yang terakhir,negative
11174,untung mak aku ada anak yang suka tangkap gambar nih cuba teka umur dia berapa,neutral
11175,ku tak marah kau kacau tidurku tiap pagi genggamanmu kecil hanya muat satu jari tapi didalam kampung hatiku kau gergasi,neutral
11176,rangorang nih pasti mikir kalo crazyrichsurabayan tampilannya perlente pakai barang mewah dari atas sampai bawah tapi bias,neutral
11177,aku bukan gadis yang berniqab tapi alhamdulillah aku sudah berhenti berselfie dan share gmbar,neutral
11178,kepada perempuan yang tak tau leher itu juga aurat tak kisah lah kau pakai turban ke serban ke lantak kau parents kau t,negative
11179,kuat sangat hantu kat rumah aku nih,neutral
11180,lah aku tuh susaaah orang dikit dikit kepikiran makanya anaknya gampang pusing dan stres sendiri,negative
11181,terus aku nanti duduk diatas situ begitu,neutral
11182,kalo nilai ulangan kamu jelek jangan lagi panggil aku ayah oke ya keesokan harinya bagaimana hasil ulangannya,neutral
11183,apa daya aku ini yang fanatiknya sama mi gaga rasa black paper,neutral
11184,membe aku baru lepas guna pickup line masa nak bayar makan tadi awak orang mana malaysia yela duduk manaini je,neutral
11185,syukurlah kamu tahu tahu hubungannya dengan permesta juga ya,neutral
11186,dulu waktu kecil gue mikirnya gapapa sekarang jelek item dekil buluk nanti gedenya cakep sampai sekarang sudah 13928174,negative
11187,aku malah nangkepnya kreatif lucu sih daripada dia naro link mv di tweet berita yang enggak ada hubungan sama se,neutral
11188,itu ah pelik aku sunyi sepi damak haritu,negative
11189,kenapa ya mimpi itu langsung lupa padahal semalem aku mimpi mendapatkan kamu tapi sekarang lupa caranya recehkantwiter,negative
11190,mau menangis banget aku pas ngerujuk pasien pakai ambulance nih mas gojeknya bantuin bukain jalan padahal beliau bukan ke,negative
11191,maryan sejak zaman evdo rev b kamu masih balita sampai zaman now 5g depan mata dirumah saya speed,neutral
11192,otobiografiebuah banatu bangunan itu seperti rumah tradisional dayak akan tetapi ada bedanya kalau rumah sudah,neutral
11193,orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap,neutral
11194,bodo betul aku terhibur bodo ada member ceni,neutral
11195,aku penasaran bagaimana akhir kisah kita,neutral
11196,aku tambahkan lagi deh biar jadi dua,neutral
11197,tweet bangang macam nih masih berkeliaran di socmed mari kawan2 kita tengok gender mana yang trash huhu,neutral
11198,macam cekgu,neutral
11199,suka mben kesepakatan nde e kerjo karo gawe kopi dewe aku nganggur karo nukokke maeman ning,neutral
11200,tengok anak buah aku gais,neutral
11201,aku pun tak faham dengan diri aku,negative
11202,boleh plk dio gi langgar lampu merah kita simpang nk belok kanan aku sempat nepik lagi time kereta merc dari kiri nk,negative
11203,aku malas nak ikut perkembangan latest iphone xs itu hahahahah sebab tak check pun kalau korang boleh tolong bagitahu kat,negative
11204,kenapa aku jenis reply chat orang cepat nak mampus sedangkan orang itu lepas sejam baru dia reply and aku boleh terima dek,negative
11205,misalnya ada suatu kondisi dimana aku benaran lagi galauin kamu terus kamu ngetweet galau seolah2 itu buat aku padahal buat orang lain itu babi namanya,negative
11206,mutualan yuk aku ikonic juga btw rt saja ya fllbck tapi hehe ab,neutral
11207,aku juga mau puk pukin yuqi,neutral
11208,periksa ke dokter kalo didiemin doang bisa kena penyakit lambung dan mesti di rujuk kerumah sakit kayak aku waktu itu,neutral
11209,naik lift dengan member nak jumpa prof tingkat 5 aku keluar tingkat 4 member keluar tingkat 6 hahahahah bongok apa memasing,neutral
11210,dulu paling lama pun kali betegur dengan bff sendiri ada lah dkt 3bulan kot rasanya,neutral
11211,sudah kayak begini saja masih di bilang malas teman teman aku baju sama celana dalam nya saja juga masih di cuciin emak nya,negative
11212,dear cowok salat jumat enggak bikin kamu ganteng tapi bikin kamu jadi calon imam yang baik ingatalat jumat itu,neutral
11213,mbaknya takut kamu marahin makanya bilang enggak kalo mau coba tanya sekali lagi tapi pas kondisin,negative
11214,3 julukan mahasiswa yang wajib kamu tau begitu nyawwwenyawwwa artikelnyawww infonyawww,neutral
11215,help butuh donasi buat kucing jadi ini kucing suka ada disekitaran rumah aku dulu sering banget kerumah dan tidur di ku,neutral
11216,crush kalau nak tegur ye tegur kalau suka cakap suka daripada kau dok tengok je story aku tak pernah missebb,negative
11217,nanti celana dalam aku kelihatan kalo kamu morotin,neutral
11218,tolong please bang perempuan itu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku sekali dengar aku n,neutral
11219,orang bilang time2 mngandung nih jaga mulut aku inilah peluang aku mau menyumpah time2 mngandung nih lah mujarab doa,neutral
11220,ada yang cakep aslinya daripada fotonya cakep fotonya daripada aslinya aku jelek keduanya,neutral
11221,aku menyerah bapa,negative
11222,pah butang baju melayu aku mana pah,neutral
11223,7 and aku tingkat 4 tapi wehhhh bila bunyi itu boleh rasa dia punya gegar dia jalan kuat2 and boleh,neutral
11224,bila dekat universiti aku selalu dengar orang label student macam nih deme pandai hadap buku je tapi soal hidup deme,neutral
11225,hmmm cari topik yang paling terbaru dan ada gap di antara penelitian sebelum-sebelumnya jadi kamu bisa isi enggak,neutral
11226,apa yang kau nak sebelum meninggal aku nak sebelum aku mati allah ampunkan semua dosa aku dan matikan aku dalam kead,negative
11227,nak try juga laaa tapi tulah aku jela yang selalu cukup takecare hm,neutral
11228,kamu salah wiwin manusia itu buat teman hidup bukan untuk berharap berharap itu sama tuhan allah,negative
11229,enggak pengin suudzon dulu kupernah begini yang hilang charm begitu kejadiannya sama persis aku pamerin,negative
11230,pekerjaan apa kamoo hmb,neutral
11231,urutannya sesuai sticker ya btw itu aku double essence dan laneige dipakai 4x dalam seminggu saja selang se,neutral
11232,kenapala aku taktegur kau tadi hm padahal niat aku nak tegur kau nak jadi kawan macam sebelum sebelum nierious aku t,negative
11233,walaupun diri ini deh hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya,negative
11234,kenapa aku menangis baca komik nih,negative
11235,kalau awek kamu bising nothing is wrong once awek kamu deh senyap everything is wrong perhaps dia deh ada someone yang,neutral
11236,tapi ada sih di beberapa gramed yang jilid sebelum 18 masih dijual di sana walau sebenarnya itu cuma bua,neutral
11237,semua masa lalu biarlah berlalu tapi rasa sayang aku ke kamu enggak bakal bisa berlalu begitu saja aku sayang kamu,negative
11238,kamu punya berapa banyak topi cuma 2,neutral
11239,aku why kena taboks juga a jadi teman papa lum intel,negative
11240,aku mau ngutuk rizkiko boleh enggak,negative
11241,bukan coba kamu lawan sakitnya bukan coba kamu tentang sakitnya bukan coba kamu melupakan sakitnya tapi coba terbiasa dengan,negative
11242,wwwwwww serius ada juga nih teman kuliahku dari pontianak di sini dibeliin rumah sama mobil aku yang anak asli kota,neutral
11243,bodola emma tak jadi aku nak murung harini,neutral
11244,lagi siap2 mau jumatan ini sejadah sama sarungnya baru aku siapin,neutral
11245,bagaimana cara biar aku tau perasaanmu yang sebenarnyaa,negative
11246,jika engkau tidak mentakdirkan dia untuk ku aku sangat berterimakasih engkau sempat mempertemukanku kembali dengan cipt,negative
11247,aku mau bagi 1 e money ini buat bucin dreamies karena apa karena berkat nct dream hari ini aku dapat rejeki lebih tak terduga h,neutral
11248,nany tanya dia kau suka aku ke then dia cakap suka je lah tapi belum jatuh hati lagi hhahah bongok nany anggap dia kawan je,neutral
11249,wkwk ngapa jadi tanya ke aku setau aku bisa kalo akunmu enggak private nit kalo tetap enggak bisa mungkin belum di update i,neutral
11250,aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn,neutral
11251,yang punya anak bisa diajak ke event ini,neutral
11252,terkadang kalo kita lihat orang yang sudah menjalin hubungan sudah lama pas mendengar dia mau nikah ya biasa saja karena sudah,neutral
11253,kadang meskipun kamu yakin telah melupakannya sebuah lagu mampu membawa semua kenangan indah bersamanya kembali ke pikiranmu kmutiara,negative
11254,hai adik2 ikutan lomba poster yukudah dua kali anak indonesia jadi juara duniaiapa tau kamu juaranya untuk tahun ini,neutral
11255,masuk tandas pun bayar okay mana ada free nak main bagi bagi,negative
11256,kalau kamu asli aku layanin pkkny teganv serbaaa,neutral
11257,akhir akhir ini aku sering bermimpi bahkan ketika aku sedang tidak tidur,neutral
11258,aku still the same perut aku pon still same,neutral
11259,ay wag po aku,neutral
11260,sumpah annoying weh itu masalah kau jangan expect aku selesaikan,negative
11261,eh sikda hahaha aku polah scaling jak,neutral
11262,terus kamu dimana sekarang mer sama siapa,neutral
11263,aku nih malas nak layan orang kang tak layan kang kesian deh layan kang fake hope haiyo apa nak buat nih,negative
11264,nctea kobisa ya mereka enggak ngedip begitu kalo aku sudah kedip2 itu hasilnya merem semua,neutral
11265,aku traumatised tengok fjdjksj kenapa pun dub japanese,negative
11266,untuk kawan kawan aku yang hisap rokok itu aku sayang korang kalau boleh berhenti ye guys mungkin bukan sekarang kena,negative
11267,if sih keli itu boleh jadi femes apantah lagi aku kan kahkahkah,neutral
11268,ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih mengirim pesan seperti,neutral
11269,mending sama gua saja gerobaknya gua bayarin buat resepsi di pernikahan kita nanti uwuwuwuwuw,neutral
